date,lstm_gat_return,lstm_gat_cum_return,equal_weight_return,equal_weight_cum_return
2024-03-27,0.0014703229766698334,1.00147032297667,0.006095113998172294,1.0060951139981722
2024-03-28,-0.003000338701491784,0.9984655728082475,-0.001674633456169694,1.004410273460182
2024-04-01,-0.000978719178875169,0.9974883554026935,-0.0035740403121599096,1.0008204706528878
2024-04-02,-0.006759804491322009,0.990745529137801,-0.0069090132736505765,0.9939057887366058
2024-04-03,0.0030409588633131006,0.9937583455359205,-0.00026453916870866016,0.9936428617254788
2024-04-04,-0.007120918776991333,0.9866818730734019,-0.007599029123966373,0.9860921406804056
2024-04-05,0.011169305852463578,0.9977024246928404,0.009284359889976506,0.9952473749991599
2024-04-08,-0.0015837390237483338,0.996122324428766,-0.0024433890649370434,0.9928155984461797
2024-04-09,0.0023658541604004587,0.9984790045742835,-4.4163030391144303e-05,0.9927717527007328
2024-04-10,-0.007209986510829498,0.9912799844199565,-0.008431407483386591,0.984401289515717
2024-04-11,0.015064950987138127,1.0062135687997742,0.012697998974992289,0.9969012160809686
2024-04-12,-0.011450033410865722,0.9946923898185503,-0.012078896938349218,0.9848597490342116
2024-04-15,-0.021943912900781192,0.9728649466533021,-0.020154015271805516,0.9650108706115895
2024-04-16,-0.004621762646482664,0.9683685957827876,-0.003234834553247677,0.9618892201030755
2024-04-17,-0.01710653386608869,0.9518031656041726,-0.01843264366583914,0.9441590588629036
2024-04-18,-0.00670845313187224,0.9454180386769493,-0.003415802005041496,0.9409339984565616
2024-04-19,-0.018715469090615132,0.9277240965963809,-0.014085210814027988,0.9276807447262145
2024-04-22,0.007608668377775119,0.9347828415934538,0.007604025271874463,0.9347348525533441
2024-04-23,0.030051907546726202,0.9628748491252863,0.02477271352953472,0.9578907712817201
2024-04-24,-0.007840725678634494,0.9553252115704384,-0.0092463049899866,0.9490338210633558
2024-04-25,0.02455576936626214,0.9787839571355377,0.02001424348548174,0.9680280150340749
2024-04-26,0.0038366807602254645,0.982539238712297,0.0021552000008673547,0.970114309012916
2024-04-29,0.03012770061100541,1.0121408867347863,0.026800563493717112,0.9961139191477801
2024-04-30,-0.02616691593926084,0.9856562812329083,-0.02648859783009971,0.9697282581505101
2024-05-01,-0.004127565918128624,0.981587919959502,0.0023189670883996517,0.9719770260658522
2024-05-02,0.03178693240958754,1.0127895888253224,0.02290661571177003,0.9942417302826119
2024-05-03,0.009782185076265182,1.0226968840265263,0.010211610845718212,1.0043945399188314
2024-05-06,0.01122795023502613,1.0341796737458924,0.003233439219779427,1.0076421886163374
2024-05-07,-0.0055585960884566256,1.028431086656647,-0.00476517101905749,1.0028406012615632
2024-05-08,-0.00785176939476001,1.0203560829258167,-0.006140464849117492,0.9966826938002488
2024-05-09,0.009920859742292128,1.0304788925117183,0.009479544942815912,1.0061307921898552
2024-05-10,-0.009680829428651934,1.0205030021234862,-0.00845440041244277,0.997624559605394
2024-05-13,0.002920388436838392,1.0234832672906464,0.0033927080868935023,1.0010092085164506
2024-05-14,0.010644561926065645,1.0343777983096136,0.010686942581364734,1.0117069364512832
2024-05-15,0.00903221165156581,1.0437205175116266,0.009127025733014271,1.020940811694543
2024-05-16,0.0027376073642530513,1.0465778144865885,0.0036879145497145226,1.024705954168389
2024-05-17,0.007685345419002769,1.0546211264987828,0.007855588548956417,1.0327556225280017
2024-05-20,-0.0074239677681829565,1.046791653248011,-0.005823621279437943,1.0267412449081885
2024-05-21,0.012751793968154361,1.0601401247378133,0.010259500394880005,1.0372750971157636
2024-05-22,0.0021439210146006887,1.06241298142966,0.002721553948837084,1.0400980972523493
2024-05-23,-0.006765417923791173,1.0552253136026273,-0.014593966175578977,1.0249189408017645
2024-05-24,0.00888257113402252,1.064598427513124,0.009769115033328656,1.0349314918342942
2024-05-28,0.00408816040810461,1.0689506766550136,0.002962706143451374,1.037997689723203
2024-05-29,-0.01036487155226784,1.0578711401957746,-0.010695446855156603,1.0268958405969932
2024-05-30,-0.004886817507561463,1.0527015169871219,-0.009756328153075637,1.0168771077971006
