date,lstm_gat_return,lstm_gat_cum_return,equal_weight_return,equal_weight_cum_return
2024-03-19,0.0038103688239170424,1.003810368823917,0.002821881850037499,1.0028218818500374
2024-03-20,0.011403309858245394,1.0152571294985357,0.028271496881362296,1.0311731575553225
2024-03-21,-0.0043153063489858425,1.0108759839617576,-0.015122880010411129,1.0155788496236564
2024-03-22,0.0022016505269499996,1.0131015796045282,0.0008572341231128069,1.0164494384682654
2024-03-25,-0.0025757691848823485,1.0104920637746273,0.0005951243535312005,1.017054352283231
2024-03-26,-0.0031046510549943306,1.007354838522766,-0.0023816726825128935,1.0146320617157671
2024-03-27,0.0017555056617563748,1.0091232556451903,0.006095113998172294,1.0208163597981252
2024-03-28,-0.002429476555866477,1.0066716143536207,-0.001674633456169694,1.0191068665694019
2024-04-01,-0.0041520329026337845,1.0024918806886771,-0.0035740403121599096,1.015464537545884
2024-04-02,-0.006639472209870148,0.9958358637062241,-0.0069090132736505765,1.008448679577058
2024-04-03,0.0007276582980060677,0.9965604919359019,-0.00026453916870866016,1.0081819054016774
2024-04-04,-0.008380272999361142,0.9882090429531014,-0.007599029123966373,1.0005207017402742
2024-04-05,0.010781536900690501,0.9988634552152963,0.009284359889976506,1.0098098960126027
2024-04-08,-0.004171057422978569,0.9946971383858786,-0.0024433890649370434,1.0073425375550205
2024-04-09,0.0006828497212322,0.9953763670495358,-4.4163030391144303e-05,1.0072980502559201
2024-04-10,-0.002829013599007712,0.9925604337710218,-0.008431407483386591,0.9988051099369917
2024-04-11,0.019218099861716496,1.0116355593060218,0.012697998974992289,1.0114879361991886
2024-04-12,-0.009075573949388285,1.002454385977709,-0.012078896938349218,0.9992702776634551
2024-04-15,-0.02190651595868426,0.9804941029734354,-0.020154015271805516,0.9791309692267646
2024-04-16,-0.007291965689070517,0.9733443736162172,-0.003234834553247677,0.975963642535355
2024-04-17,-0.012444968806772568,0.9612311332483158,-0.01843264366583914,0.9579740524816863
2024-04-18,-0.008296943433026189,0.9532558529096908,-0.003415802005041496,0.9547018027924417
2024-04-19,-0.02070109829929109,0.9335224097942327,-0.014085210814027988,0.9412546266355775
2024-04-22,0.011206719197616573,0.9439841333054791,0.007604025271874463,0.9484119506037832
2024-04-23,0.026418449442847058,0.9689227304060597,0.02477271352953472,0.9719066881640781
2024-04-24,-0.004968281615983083,0.9641088494172751,-0.0092463049899866,0.9629201425035052
2024-04-25,0.01873819601095565,0.9821745100135529,0.02001424348548174,0.9821922606926452
