,date,portfolio_return
71,2024-07-09,0.0054704675961085095
72,2024-07-10,0.010121788394835947
73,2024-07-11,-0.02625888270014239
74,2024-07-12,0.009366686690146815
75,2024-07-15,-0.008757819466007552
76,2024-07-16,0.016047263556956362
77,2024-07-17,-0.012039599985898729
78,2024-07-18,-0.007095126001744066
79,2024-07-19,-0.013663563018783556
80,2024-07-22,0.015199277270462684
81,2024-07-23,-0.0006287483053378496
82,2024-07-24,-0.02304008897636257
83,2024-07-25,0.016955612571595655
84,2024-07-26,0.0109493945994759
85,2024-07-29,0.003119596456370037
86,2024-07-30,-0.004151147961144891
87,2024-07-31,0.02442719027547261
88,2024-08-01,-0.02097065372847568
89,2024-08-02,-0.018896148633580266
90,2024-08-05,-0.022868364933188657
91,2024-08-06,-0.0020257504768276167
92,2024-08-07,-0.016621170199945603
93,2024-08-08,0.039509754595323514
94,2024-08-09,-0.0013173997396156891
95,2024-08-12,0.008497342882244636
96,2024-08-13,0.01820180746648671
97,2024-08-14,-0.006057273565356201
98,2024-08-15,0.02634076329980035
99,2024-08-16,0.005085526883143898
100,2024-08-19,0.011583492179619641
101,2024-08-20,-0.025167882408593977
102,2024-08-21,0.017378382553459217
103,2024-08-22,-0.020794418402986098
104,2024-08-23,0.02433919437522249
105,2024-08-26,-0.01750381475363022
106,2024-08-27,0.0009207315948456898
107,2024-08-28,-0.0214851344233738
108,2024-08-29,0.0007104295100712041
109,2024-08-30,0.015334751666602161
110,2024-09-03,-0.04246442153037176
111,2024-09-04,0.015148567727405334
112,2024-09-05,-0.0014497114650265323
113,2024-09-06,-0.030379404300487474
114,2024-09-09,0.025528008150063116
115,2024-09-10,0.010275570282401232
116,2024-09-11,0.00714177944007693
117,2024-09-12,0.008196711017858975
118,2024-09-13,-0.002580328333387342
119,2024-09-16,-0.009831000105198145
120,2024-09-17,0.0005232845248625785
121,2024-09-18,-0.00412060169024876
122,2024-09-19,0.028601455188110338
123,2024-09-20,-0.016036845116004315
124,2024-09-23,0.015228140909211069
125,2024-09-24,0.004882856471812497
126,2024-09-25,-0.0008394838706879929
127,2024-09-26,0.006295925335697313
128,2024-09-27,-0.003494357666594693
129,2024-09-30,-0.00455456591657583
130,2024-10-01,-0.005998314350155379
131,2024-10-02,0.0003139299514557073
132,2024-10-03,-0.0038312331474861724
133,2024-10-04,0.035869177583274035
134,2024-10-07,-0.01153939508305477
135,2024-10-08,-0.000539556093250947
136,2024-10-09,-0.0021744277254443843
137,2024-10-10,0.0004779304989023679
138,2024-10-11,-0.017010725847434915
139,2024-10-14,0.006376810140548654
140,2024-10-15,-0.010878771400148632
141,2024-10-16,0.005378355332246317
142,2024-10-17,0.005086913024389007
143,2024-10-18,0.002110843742887028
144,2024-10-21,0.003128190491919328
145,2024-10-22,-0.00169811594144045
146,2024-10-23,0.005416278517228841
147,2024-10-24,0.010378348588970692
148,2024-10-25,0.0053959814661087915
149,2024-10-28,-0.006721433179884009
150,2024-10-29,-0.018673327626517956
151,2024-10-30,-0.0017656974090674844
152,2024-10-31,-0.015641377385326564
153,2024-11-01,-0.00047197478343967815
154,2024-11-04,-0.0018244057588674128
155,2024-11-05,0.022181248572898403
156,2024-11-06,0.05466003972582636
157,2024-11-07,0.005246719892981892
158,2024-11-08,0.024514655709666537
159,2024-11-11,0.014902270793223185
160,2024-11-12,-0.011584490737555164
161,2024-11-13,0.002380236388785397
162,2024-11-14,-0.026617503463282843
163,2024-11-15,0.012720129466335679
164,2024-11-18,0.003684508384790644
165,2024-11-19,0.012414598541562693
166,2024-11-20,-0.002518014229667421
167,2024-11-21,0.005961633698629692
168,2024-11-22,0.005921739647158768
169,2024-11-25,-0.008696260875406944
170,2024-11-26,-0.0015363486024756335
171,2024-11-27,-0.00138877106568035
172,2024-11-29,0.013671699438509922
173,2024-12-02,0.005433033310091954
174,2024-12-03,0.0012691070862458082
175,2024-12-04,-0.00047151626245195335
176,2024-12-05,-0.0012887548659509013
177,2024-12-06,0.005340547034840408
178,2024-12-09,0.004100578564592628
179,2024-12-10,0.01505516447537272
180,2024-12-11,0.0034173601473578494
181,2024-12-12,-0.010306176455275753
182,2024-12-13,0.011474158227351892
183,2024-12-16,0.001717904634519504
184,2024-12-17,-0.0007788933100223645
185,2024-12-18,-0.02855431035120417
186,2024-12-19,0.012889151589201835
187,2024-12-20,-0.006813092874903538
188,2024-12-23,0.008145896586369196
189,2024-12-24,0.015878929057441996
190,2024-12-26,-0.003927123929410527
191,2024-12-27,-0.010450274089072262
192,2024-12-30,-0.017044145712970613
193,2024-12-31,-0.0034912733216421058
194,2025-01-02,-0.005751745683212647
195,2025-01-03,0.02243354955079595
196,2025-01-06,0.012355061377292767
197,2025-01-07,-0.015572146844906399
198,2025-01-08,-0.0005056680367985498
199,2025-01-10,0.0006927453184643862
200,2025-01-13,0.020194033655182846
201,2025-01-14,-0.008202367274046255
202,2025-01-15,0.02104592784850709
203,2025-01-16,0.001709906875576994
204,2025-01-17,0.018863987729095887
205,2025-01-21,0.013343154139721779
206,2025-01-22,-0.01465244502860406
207,2025-01-23,0.00651757535820855
208,2025-01-24,-0.013738830048993794
209,2025-01-27,-0.01015508683381201
210,2025-01-28,0.00026034405532264927
211,2025-01-29,-0.0021047908528629517
212,2025-01-30,0.008640722171563751
213,2025-01-31,-0.0074426566875593295
214,2025-02-03,-0.00746720178606876
215,2025-02-04,0.014337071217638017
216,2025-02-05,0.014538741619108876
217,2025-02-06,-0.012151797669284849
218,2025-02-07,-0.010390802792227944
219,2025-02-10,0.005625657877955289
220,2025-02-11,-0.014229874210622539
221,2025-02-12,-0.009646081923221538
222,2025-02-13,0.021082783919642707
223,2025-02-14,0.007853462393401612
224,2025-02-18,-0.00010394069556422109
225,2025-02-19,0.00806585296007891
226,2025-02-20,8.790910113801219e-05
227,2025-02-21,-0.02035015739078474
228,2025-02-24,-0.0030610442554604394
229,2025-02-25,-0.016324803370052748
230,2025-02-26,-0.009144499026160064
231,2025-02-27,-0.030029343639536535
232,2025-02-28,0.021714301262358664
233,2025-03-03,-0.02075793172516437
234,2025-03-04,-0.010042852327028182
235,2025-03-05,-0.0019296785050544607
236,2025-03-06,-0.01427459954863954
237,2025-03-07,-0.0073396506767844
238,2025-03-10,-0.04929128287408328
239,2025-03-11,-0.001907155169769987
240,2025-03-12,0.04411404722039887
241,2025-03-13,-0.030494906312986313
242,2025-03-14,0.045473362882886656
243,2025-03-17,-0.017829261383454736
244,2025-03-18,-0.02485807465348996
245,2025-03-19,-0.0022136860044344453
246,2025-03-20,0.037731906696168244
247,2025-03-21,0.010245624402590855
248,2025-03-24,0.050596789160419875
249,2025-03-25,0.0072659235606057394
250,2025-03-26,-0.009868226964909257
251,2025-03-27,0.003357642179379927
252,2025-03-28,-0.02163382907720185
253,2025-03-31,-0.009009251608849057
254,2025-04-01,0.013031170994375021
255,2025-04-02,0.006635906217305871
256,2025-04-03,-0.05340027585121984
257,2025-04-04,-0.08335797746476979
258,2025-04-07,0.024949024698072482
259,2025-04-08,-0.03323909874307952
260,2025-04-09,0.1201380776398972
261,2025-04-10,-0.03850261469071939
262,2025-04-11,0.003994823035763208
263,2025-04-14,0.00925038679138409
264,2025-04-15,-0.008564080775771775
265,2025-04-16,-0.012832067675443044
266,2025-04-17,0.009741269767838609
267,2025-04-21,-0.03926339966676455
268,2025-04-22,0.02826917491010518
269,2025-04-23,0.012355043069508445
270,2025-04-24,0.0181979318375581
271,2025-04-25,0.01243765992672718
272,2025-04-28,0.0028071901072431633
273,2025-04-29,0.0028184171937662974
274,2025-04-30,0.008127319482826722
275,2025-05-01,-0.003264711122753254
276,2025-05-02,0.014842695706267416
277,2025-05-05,-0.006806666305288688
278,2025-05-06,0.01146205999299458
279,2025-05-07,-0.03353422101579347
280,2025-05-08,0.04060097518655714
281,2025-05-09,0.005480771603984951
282,2025-05-12,0.03947112987448889
283,2025-05-13,0.016195782283920424
284,2025-05-14,0.00439869742163514
285,2025-05-15,0.007773024164444057
286,2025-05-16,0.005429558490378043
287,2025-05-19,0.0012246234732196095
288,2025-05-20,0.003243468856435272
289,2025-05-21,-0.029194672467248883
290,2025-05-22,0.01025336481637536
291,2025-05-23,-0.012902757660373392
292,2025-05-27,0.02967037607894072
293,2025-05-28,0.0009768754618647828
294,2025-05-29,-0.0017060928452043364
