date,open,high,low,close,volume,daily_return,ann_return_1w,ann_return_2w,ann_return_1m,rolling_vol_7d,ann_volatility,ema_1w,ema_1m,macd_1w_1m,news_count,mean_sentiment,sentiment_variance,normalized_news_frequency,product
2021-01-04,239.9667,248.1633,238.5,243.5034,98265600,,,,,,,243.5034,243.5034,0.0,10,0.3637197,0.0326524227484555,0.303030303030303,0.1102180909090908
2021-01-05,241.0667,250.0,239.7333,249.7867,60259050,0.0254764482157882,,,,,,245.59783333333337,244.0746090909091,1.5232242424242486,5,0.2132962,0.0267567297722,0.1136363636363636,0.0242382045454545
2021-01-06,253.58,258.0,249.7,254.25,89372460,0.0177106812487044,,,,,,248.4818888888889,244.9996446280992,3.482244260789741,9,0.3541986666666666,0.0988330915447499,0.2142857142857142,0.0758997142857142
2021-01-07,258.1767,276.4833,257.77,276.4833,99383199,0.0838323863796797,,,,,,257.8156925925926,247.86179511645372,9.95389747613882,10,0.252074,0.0912138415328888,0.2702702702702703,0.0681281081081081
2021-01-08,284.4333,294.9633,279.4633,293.2667,146249247,0.0589320126003501,,,,,,269.63269506172844,251.9895137422307,17.643181319497728,11,0.2299368181818182,0.0322848596503636,0.1929824561403508,0.0443737719298245
2021-01-11,287.42,287.6667,267.8741,270.46,113904084,-0.0809582208634855,197.6734857561843,,,0.06287504146568082,,269.9084633744856,253.66864885657336,16.239814517912265,18,0.2280446666666666,0.1344358705863529,0.2769230769230769,0.0631508307692307
2021-01-12,275.7267,289.3333,275.67,282.9733,92363469,0.04522833385738,536.62308999198,,,0.06383980421335554,,274.2634089163238,256.3327080514303,17.93070086489348,8,0.358459125,0.0855794168138392,0.1379310344827586,0.0494426379310344
2021-01-13,282.4,286.8233,277.3333,284.4667,64725075,0.0052636523615346,286.0991086650169,,,0.06443255644023368,0.8359261819397664,277.6645059442159,258.89034368311843,18.774162261097445,4,0.19394575,0.0109561016389166,0.1333333333333333,0.0258594333333333
2021-01-14,281.21,287.6667,279.5833,282.26,62548149,-0.0077875672782675,1.8353965902781928,,,0.05494463663305835,0.8540992103696686,279.19633729614395,261.014857893744,18.18147940239993,2,0.22609,0.1022333762,0.04,0.0090436
2021-01-15,284.8,286.6333,273.0333,275.0,77245173,-0.0260575343192896,-0.9608866464235836,,,0.04620604248943937,0.8930443081785121,277.79755819742934,262.2862344488582,15.511323748571158,5,0.0971294,0.2379714905663,0.131578947368421,0.0127801842105263
2021-01-19,279.99,283.3333,277.6667,280.8733,45814131,0.0211325803061415,5.713262398772899,35.52050439903771,,0.027267553405861827,0.7460258412243455,278.8228054649529,263.9759676807802,14.846837784172749,13,0.4269128461538461,0.135028804466141,0.203125,0.086716671875
2021-01-20,285.71,286.7267,279.0933,283.6333,46333059,0.0097785286920592,0.1245858696447674,23.588682970011497,,0.01808637225892073,0.639922550678336,280.426303643302,265.76299789161834,14.663305751683652,7,0.3040474285714286,0.0108488478612857,0.2916666666666667,0.0886805
2021-01-21,284.5,285.24,280.4734,281.2767,38024175,-0.0083433243186925,-0.4335558395069303,11.752474802408534,,0.018207294952877446,0.3668970382804103,280.7097690955347,267.17333444692576,13.536434648608918,7,0.1853032857142857,0.0084062610735714,0.2258064516129032,0.0418426774193548
2021-01-22,278.0667,282.6667,276.2067,282.16,37290921,0.0031354035817171,-0.0177005137674451,0.6688944286250667,,0.018032036578401626,0.2414292280155738,281.1931793970232,268.53575858811433,12.657420808908796,6,0.4306456666666666,0.0924120724958666,0.1304347826086956,0.0561711739130434
2021-01-25,285.4,300.1333,279.6067,294.0167,77299860,0.0411622825187599,28.079100704609576,0.0664807300385748,,0.018853266664642432,0.3489900619541394,285.46768626468213,270.85220780737666,14.615478457305471,13,0.1993752307692308,0.0496400152961923,0.1884057971014492,0.0375634492753623
2021-01-26,297.55,298.6333,290.5333,294.8733,42944634,0.0029092041099371,10.606456835706329,7.827071442903808,,0.018739315204247334,0.3386404093678884,288.60289084312143,273.0359434612515,15.566947381869907,8,0.099907625,0.0860861302574107,0.1509433962264151,0.015080396226415
2021-01-27,290.52,297.1667,266.1433,275.6467,41943339,-0.0674257992957095,-0.7629624149142761,-0.4836966794972913,,0.03925976618077066,0.5371550736070969,284.28416056208096,273.2732849647741,11.010875597306836,12,0.3540020833333333,0.0334296905066287,0.1276595744680851,0.0451917553191489
2021-01-28,275.0,282.6667,267.0,277.67,42234921,0.0073133849678124,-0.4781830460468561,-0.4563271513004909,,0.039620200738168465,0.5208349568349407,282.07944037472066,273.67298633161283,8.406454043107829,12,-0.1046958333333333,0.1795921369245151,0.24,-0.0251269999999999
2021-01-29,277.8333,280.8033,260.0333,264.4667,59867520,-0.048718012776656,-0.961759136117446,-0.8061857050036768,,0.04426404205349847,0.5816828584165467,276.2085269164805,272.8360512105571,3.372475705923364,5,0.3005649999999999,0.039517166125,0.1020408163265306,0.0306698979591836
2021-02-01,272.6633,280.6667,265.1867,280.1667,43564425,0.0576694377054123,-0.9121293980094848,0.5984986969831632,,0.04960279562774603,0.7102054165754704,277.52791794432034,273.5024738277792,4.025444116541166,11,0.2447813636363636,0.1341828949704545,0.1641791044776119,0.0401879850746268
2021-02-02,282.1167,293.5,280.7335,290.3333,42052008,0.0356447902164709,-0.5425174050459647,1.3042899104541783,,0.053668737190934845,0.7433326103938281,281.7963786295469,275.0325489343447,6.763829695202219,6,0.3993236666666667,0.0526626685506666,0.12,0.04791884
2021-02-03,292.5,292.6933,283.6667,283.85,31796919,-0.0225836437570886,3.384292206381184,0.0194322130042579,5.295154999503239,0.04289890472243244,0.7072937037810033,282.4809190863646,275.8341353948588,6.646783691505846,5,0.3061946,0.0570463415303,0.1162790697674418,0.0356040232558139
2021-02-04,286.3167,286.33,277.8067,283.0,28391259,-0.0029990319734976,1.6072144386006535,0.1663998871112966,3.473068004021531,0.04305947080971789,0.7053951056524161,282.65394605757643,276.4855776316898,6.1683684258866265,6,0.1513833333333333,0.1220605696666666,0.1463414634146341,0.0221536585365853
2021-02-05,282.6877,288.2567,279.6567,284.1767,32612655,0.0041493301409032,36.44212732386431,0.1965865177517085,2.8012817567491064,0.03201239980307193,0.5585026820997226,283.1615307050509,277.18477057426344,5.976760130787511,5,0.4687599999999999,0.1014354629999999,0.1136363636363636,0.0532681818181817
2021-02-08,290.1667,292.59,284.9167,287.3333,34127619,0.011046638202155,2.571577498697305,-0.4397887319356115,0.5871014039556117,0.021220374845005295,0.5597813017528481,284.552120470034,278.1073641584213,6.44475631161265,11,0.2436764545454545,0.1981629869042727,0.1594202898550724,0.0388469710144927
2021-02-09,284.8333,286.6,280.5833,282.6733,25255128,-0.0163510521567158,-0.7401324188643159,-0.6552031099873704,-0.3569208329565809,0.013987813122993381,0.4531297841158577,283.92584698002264,278.52244923492844,5.403397745094196,7,0.1343165714285714,0.0201989182022857,0.2258064516129032,0.0303295483870967
2021-02-10,282.09,282.1133,266.6733,267.3333,64840542,-0.0557956193194623,-0.9512703034527918,-0.5377822712278916,-0.1302384822341972,0.02650449604769373,0.458039493286402,278.3949979866818,277.50525384993495,0.8897441367468559,7,0.3344645714285714,0.071288274503619,0.2258064516129032,0.0755242580645161
2021-02-11,270.1433,276.6266,267.2417,270.26,37897332,0.0108882640998221,-0.901878318962985,-0.4942092690257433,-0.4239823978769976,0.028345889628082453,0.3792221203162782,275.68333199112124,276.8465944090317,-1.1632624179105164,4,0.3412125,0.016027150625,0.1212121212121212,0.0413590909090909
2021-02-12,267.6333,272.4433,261.7769,272.0367,40817256,0.0065525250548881,-0.8892440230551035,1.0364035431735583,-0.4150041859181993,0.028647862999409583,0.3796681477910822,274.4677879940808,276.409331280938,-1.9415432868571545,7,0.213412,0.2012797624116666,0.21875,0.046683875
2021-02-16,273.8333,273.8333,264.1467,265.0833,34454709,-0.0258928674503126,-0.9827884909565534,-0.7520640437165299,-0.5292434460840336,0.026987065482472542,0.3963654512138811,271.3396253293872,275.37969207358,-4.040066744192757,23,0.3417003913043478,0.0596618301341581,0.2072072072072072,0.0708027837837837
2021-02-17,260.4067,266.6133,254.0033,264.64,44880669,-0.0016737043791888,-0.9639352253148024,-0.9031905698723222,-0.3692263707250942,0.027743272328239973,0.3895209303784668,269.10641688625816,274.40335643052725,-5.296939544269094,40,0.313409,0.097706944491282,0.2597402597402597,0.081404935064935
2021-02-18,260.4,264.8967,258.6667,262.0,31944153,-0.0100259080742295,-0.6378313217805216,-0.8671528329675838,-0.5659997160153316,0.01461191684512036,0.3607602198852572,266.7376112575055,273.2757785732066,-6.538167315701116,23,0.228755304347826,0.1656443449919486,0.2110091743119266,0.0482694678899082
2021-02-19,265.3233,265.6167,259.1233,259.9467,32681403,-0.0078678937609411,-0.8592761148614038,-0.882492280373335,-0.648823790449458,0.011998290544920248,0.3612241678319046,264.4739741716704,272.06404415746056,-7.590069985790194,18,0.1629559444444444,0.2039282091619379,0.2368421052631578,0.0385948289473683
2021-02-22,253.6667,256.1667,236.3333,238.6667,65637927,-0.085408592042825,-0.9986339007617194,-0.9876994449011663,-0.860717407855686,0.03429633658921326,0.5206333966102475,255.87154944778027,269.02792196132776,-13.156372513547495,46,0.4341356739130435,0.1212479116053357,0.3087248322147651,0.1340284630872483
2021-02-23,226.4657,238.33,206.3333,236.6667,116736453,-0.0084151957450187,-0.9967035897898336,-0.9924676567959771,-0.8787447637567676,0.03521061585076704,0.4904525346036366,249.46993296518684,266.0859926921161,-16.61605972692928,36,0.2239800833333333,0.09215198923025,0.3214285714285714,0.0719935982142856
2021-02-24,237.1667,248.3333,231.39,246.0,67081956,0.0386787137200509,-0.9748062503630562,-0.9698568929250542,-0.8823051934514027,0.044600933609945326,0.588686319580963,248.31328864345792,264.2599933564692,-15.946704713011258,30,0.1415396333333333,0.2108272486843782,0.297029702970297,0.0420414752475247
2021-02-25,242.03,245.7355,223.5267,228.23,68467797,-0.0749776435165769,-0.9990458854418468,-0.9814110137878286,-0.953778145965496,0.05180915706910353,0.6933887881426785,241.6188590956386,260.98453941497195,-19.365680319333336,22,0.1283471363636363,0.1339439369575519,0.176,0.0225890959999999
2021-02-26,232.3333,235.5667,219.8367,223.0,72621513,-0.0231821209556671,-0.9995590432952108,-0.9921226184124504,-0.9213995945849498,0.05079387035988461,0.6795812975994965,235.41257273042572,257.53139946815634,-22.118826737730583,34,0.2523129411764706,0.1313814092698752,0.3119266055045872,0.078703119266055
2021-03-01,229.7733,241.3333,228.35,240.5833,47945811,0.0758946198626762,0.496483492661651,-0.9547855669124946,-0.8210061091171029,0.05803687341373619,0.9120023995127202,237.13614848695053,255.9906631528694,-18.854514665918856,32,0.41055678125,0.1326882366392732,0.1963190184049079,0.0806001042944784
2021-03-02,238.8333,240.37,228.3333,229.2,39895467,-0.0484714064822105,-0.8012514862643074,-0.9744039723798056,-0.8204756323488632,0.062367920915750226,0.936153566953509,234.49076565796705,253.55514832079035,-19.064382662823338,12,0.4025,0.1417090431818181,0.1318681318681318,0.053076923076923
2021-03-03,228.3333,233.5667,216.6667,218.75,51014559,-0.0466654596028606,-0.99730689732434,-0.9917629280349652,-0.9486691372702232,0.058501168848757334,0.843201919361403,229.243843771978,250.39104392799123,-21.147200156013213,14,0.144962,0.1218042319455384,0.208955223880597,0.0302905671641791
2021-03-04,218.6833,222.8167,200.0,204.9333,119795667,-0.0652449648959277,-0.9956016875095892,-0.9979514654070756,-0.9847036364665273,0.056486535680709396,0.8988897555222004,221.1403291813187,246.2585217527193,-25.118192571400613,23,0.302706,0.1147396592455454,0.2346938775510204,0.0710432448979591
2021-03-05,206.99,210.74,179.83,198.7333,166307679,-0.0307208354948987,-0.9969920170745984,-0.9988483098338322,-0.9861266626510756,0.05664192808180758,0.7975045739743826,213.6713194542125,241.93804704792663,-28.266727593714165,22,0.3146020909090909,0.1181281688093246,0.2444444444444444,0.0769027333333333
2021-03-08,198.3367,206.7083,186.2633,186.6667,96758247,-0.0626390512143996,-0.999997207525874,-0.997955766296826,-0.9932178877763016,0.013914887906852212,0.7716062190884013,204.66977963614164,236.9133791344788,-32.24359949833712,80,0.278735525,0.1319053175127336,0.3404255319148936,0.0948886893617021
2021-03-09,201.1667,226.03,198.4033,225.6667,122821260,0.1897344583221439,-0.5429703385326125,-0.6986132618216749,-0.9371148448292456,0.10868864150013616,1.5252535683366908,211.6687530907611,235.89095375861703,-24.22220066785596,75,0.2339774266666666,0.1584546495667884,0.38860103626943,0.0909238704663212
2021-03-10,232.4867,239.2833,218.3533,223.9233,112242513,-0.0077555494498216,2.2480424320264656,-0.906472935658453,-0.9498166209523996,0.10615362667645478,1.4342082898789053,215.7536020605074,234.8029852351064,-19.049383174599,86,0.4435170697674419,0.1261281375804892,0.3739130434782609,0.1658368173913043
2021-03-11,232.3333,234.1667,225.7267,232.0733,65201154,0.0357496875362057,526.5179898982437,0.5232166503441835,-0.9062255197416644,0.09888283301602062,1.4289580862437092,221.1935013736716,234.5548320319149,-13.361330658243304,40,0.3465901249999999,0.0970569831098045,0.272108843537415,0.094310238095238
2021-03-12,224.6001,232.0,222.0465,231.6467,59374878,-0.0018399039090204,2260.49622748544,1.6081683300999932,-0.8208252944622587,0.09561288989152308,1.3899079394720046,224.6779009157811,234.2904563926499,-9.612555476868806,47,0.3442635106382979,0.105510391016777,0.2831325301204819,0.0974721987951807
