,date,rf_daily
719,2023-10-06,0.00022338774551225308
720,2023-10-09,
721,2023-10-10,0.0002225942716758626
722,2023-10-11,0.0002225942716758626
723,2023-10-12,0.00022338774551225308
724,2023-10-13,0.00022299100867275793
725,2023-10-16,0.0002225942716758626
726,2023-10-17,0.00022299100867275793
727,2023-10-18,0.0002225942716758626
728,2023-10-19,0.00022219753452156692
729,2023-10-20,0.00022140405974077425
730,2023-10-23,0.00022140405974077425
731,2023-10-24,0.00022140405974077425
732,2023-10-25,0.00022180079720987087
733,2023-10-26,0.00022180079720987087
734,2023-10-27,0.00022180079720987087
735,2023-10-30,0.00022219753452156692
736,2023-10-31,0.00022180079720987087
737,2023-11-01,0.0002210073221142769
738,2023-11-02,0.0002198171082903796
739,2023-11-03,0.00021942037003427832
740,2023-11-06,0.00022061058433037875
741,2023-11-07,0.00022021384638907973
742,2023-11-08,0.0002198171082903796
743,2023-11-09,0.0002198171082903796
744,2023-11-10,0.00021942037003427832
745,2023-11-13,0.00022021384638907973
746,2023-11-14,0.00021902363162077572
747,2023-11-15,0.00021942037003427832
748,2023-11-16,0.00021862689304987166
749,2023-11-17,0.0002182301543215661
750,2023-11-20,0.0002198171082903796
751,2023-11-21,0.00021942037003427832
752,2023-11-22,0.0002198171082903796
753,2023-11-23,
754,2023-11-24,0.0002198171082903796
755,2023-11-27,0.00021783341543585885
756,2023-11-28,0.00021703993719223875
757,2023-11-29,0.00021624645831901047
758,2023-11-30,0.00021624645831901047
759,2023-12-01,0.00021545297881617293
760,2023-12-04,0.00021664319783432572
761,2023-12-05,0.00021624645831901047
762,2023-12-06,0.00021624645831901047
763,2023-12-07,0.00021584971864629292
764,2023-12-08,0.00021584971864629292
765,2023-12-11,0.00021703993719223875
766,2023-12-12,0.00021664319783432572
767,2023-12-13,0.00021584971864629292
768,2023-12-14,0.00021545297881617293
769,2023-12-15,0.00021584971864629292
770,2023-12-18,0.00021664319783432572
771,2023-12-19,0.00021545297881617293
772,2023-12-20,0.00021584971864629292
773,2023-12-21,0.0002150562388286504
774,2023-12-22,0.00021584971864629292
775,2023-12-25,
776,2023-12-26,0.00021624645831901047
777,2023-12-27,0.00021584971864629292
778,2023-12-28,0.00021624645831901047
779,2023-12-29,0.00021426275838139718
780,2024-01-01,
781,2024-01-02,0.00021664319783432572
782,2024-01-03,0.00021743667639274978
783,2024-01-04,0.00021743667639274978
784,2024-01-05,0.00021703993719223875
785,2024-01-08,0.00021783341543585885
786,2024-01-09,0.00021703993719223875
787,2024-01-10,0.00021664319783432572
788,2024-01-11,0.00021664319783432572
789,2024-01-12,0.00021624645831901047
790,2024-01-15,
791,2024-01-16,0.00021624645831901047
792,2024-01-17,0.00021703993719223875
793,2024-01-18,0.00021624645831901047
794,2024-01-19,0.00021624645831901047
795,2024-01-22,0.00021664319783432572
796,2024-01-23,0.00021624645831901047
797,2024-01-24,0.00021584971864629292
798,2024-01-25,0.00021584971864629292
799,2024-01-26,0.00021584971864629292
800,2024-01-29,0.0002150562388286504
801,2024-01-30,0.0002150562388286504
802,2024-01-31,0.0002150562388286504
803,2024-02-01,0.0002150562388286504
804,2024-02-02,0.00021545297881617293
805,2024-02-05,0.0002150562388286504
806,2024-02-06,0.00021584971864629292
807,2024-02-07,0.00021545297881617293
808,2024-02-08,0.00021584971864629292
809,2024-02-09,0.00021584971864629292
810,2024-02-12,0.00021545297881617293
811,2024-02-13,0.00021624645831901047
812,2024-02-14,0.00021545297881617293
813,2024-02-15,0.00021545297881617293
814,2024-02-16,0.00021584971864629292
815,2024-02-19,
816,2024-02-20,0.00021584971864629292
817,2024-02-21,0.00021584971864629292
818,2024-02-22,0.00021624645831901047
819,2024-02-23,0.00021664319783432572
820,2024-02-26,0.00021703993719223875
821,2024-02-27,0.00021624645831901047
822,2024-02-28,0.00021624645831901047
823,2024-02-29,0.00021624645831901047
824,2024-03-01,0.0002150562388286504
825,2024-03-04,0.00021743667639274978
826,2024-03-05,0.00021703993719223875
827,2024-03-06,0.00021703993719223875
828,2024-03-07,0.00021703993719223875
829,2024-03-08,0.00021664319783432572
830,2024-03-11,0.00021743667639274978
831,2024-03-12,0.00021743667639274978
832,2024-03-13,0.00021743667639274978
833,2024-03-14,0.00021743667639274978
834,2024-03-15,0.00021743667639274978
835,2024-03-18,0.00021743667639274978
836,2024-03-19,0.00021743667639274978
837,2024-03-20,0.00021703993719223875
838,2024-03-21,0.00021743667639274978
839,2024-03-22,0.00021664319783432572
840,2024-03-25,0.00021664319783432572
841,2024-03-26,0.00021664319783432572
842,2024-03-27,0.00021624645831901047
843,2024-03-28,0.00021664319783432572
844,2024-03-29,
845,2024-04-01,0.00021584971864629292
846,2024-04-02,0.0002150562388286504
847,2024-04-03,0.0002150562388286504
848,2024-04-04,0.0002146594986837252
849,2024-04-05,0.00021545297881617293
850,2024-04-08,0.00021545297881617293
851,2024-04-09,0.00021545297881617293
852,2024-04-10,0.00021624645831901047
853,2024-04-11,0.00021624645831901047
854,2024-04-12,0.00021624645831901047
855,2024-04-15,0.00021624645831901047
856,2024-04-16,0.00021624645831901047
857,2024-04-17,0.00021624645831901047
858,2024-04-18,0.00021664319783432572
859,2024-04-19,0.00021624645831901047
860,2024-04-22,0.0002150562388286504
861,2024-04-23,0.00021624645831901047
862,2024-04-24,0.00021664319783432572
863,2024-04-25,0.00021703993719223875
864,2024-04-26,0.00021664319783432572
865,2024-04-29,0.00021624645831901047
866,2024-04-30,0.00021664319783432572
867,2024-05-01,0.00021664319783432572
868,2024-05-02,0.00021664319783432572
869,2024-05-03,0.00021624645831901047
870,2024-05-06,0.00021624645831901047
871,2024-05-07,0.00021624645831901047
872,2024-05-08,0.00021624645831901047
873,2024-05-09,0.00021664319783432572
874,2024-05-10,0.00021703993719223875
875,2024-05-13,0.00021624645831901047
876,2024-05-14,0.00021584971864629292
877,2024-05-15,0.00021624645831901047
878,2024-05-16,0.00021624645831901047
879,2024-05-17,0.00021664319783432572
880,2024-05-20,0.00021624645831901047
881,2024-05-21,0.00021624645831901047
882,2024-05-22,0.00021624645831901047
883,2024-05-23,0.00021664319783432572
884,2024-05-24,0.00021664319783432572
885,2024-05-27,
886,2024-05-28,0.00021664319783432572
887,2024-05-29,0.00021664319783432572
888,2024-05-30,0.00021664319783432572
889,2024-05-31,0.00021664319783432572
890,2024-06-03,0.00021902363162077572
891,2024-06-04,0.00021902363162077572
892,2024-06-05,0.00021862689304987166
893,2024-06-06,0.00021862689304987166
894,2024-06-07,0.00021902363162077572
895,2024-06-10,0.00021902363162077572
896,2024-06-11,0.00021902363162077572
897,2024-06-12,0.00021862689304987166
898,2024-06-13,0.00021862689304987166
899,2024-06-14,0.00021862689304987166
900,2024-06-17,0.00021902363162077572
901,2024-06-18,0.0002182301543215661
902,2024-06-19,
903,2024-06-20,0.0002182301543215661
904,2024-06-21,0.00021783341543585885
905,2024-06-24,0.0002182301543215661
906,2024-06-25,0.00021783341543585885
907,2024-06-26,0.0002182301543215661
908,2024-06-27,0.00021783341543585885
909,2024-06-28,0.00021743667639274978
910,2024-07-01,0.00021703993719223875
911,2024-07-02,0.00021703993719223875
912,2024-07-03,0.00021703993719223875
913,2024-07-04,
914,2024-07-05,0.00021664319783432572
915,2024-07-08,0.00021664319783432572
916,2024-07-09,0.00021664319783432572
917,2024-07-10,0.00021664319783432572
918,2024-07-11,0.00021584971864629292
919,2024-07-12,0.00021545297881617293
920,2024-07-15,0.00021545297881617293
921,2024-07-16,0.00021545297881617293
922,2024-07-17,0.00021545297881617293
923,2024-07-18,0.00021545297881617293
924,2024-07-19,0.00021545297881617293
925,2024-07-22,0.00021545297881617293
926,2024-07-23,0.0002146594986837252
927,2024-07-24,0.00021426275838139718
928,2024-07-25,0.0002138660179216662
929,2024-07-26,0.00021346927730453221
930,2024-07-29,0.0002146594986837252
931,2024-07-30,0.00021426275838139718
932,2024-07-31,0.0002146594986837252
933,2024-08-01,0.00021307253652999502
934,2024-08-02,0.00020989860466716814
935,2024-08-05,0.00021227905450871062
936,2024-08-06,0.00021188231326196315
937,2024-08-07,0.00021188231326196315
938,2024-08-08,0.00021188231326196315
939,2024-08-09,0.00021148557185781202
940,2024-08-12,0.00021148557185781202
941,2024-08-13,0.00021108883029625708
942,2024-08-14,0.00021108883029625708
943,2024-08-15,0.00021188231326196315
944,2024-08-16,0.00021148557185781202
945,2024-08-19,0.00021069208857729815
946,2024-08-20,0.00020989860466716814
947,2024-08-21,0.00020870837762144043
948,2024-08-22,0.0002095018624759967
949,2024-08-23,0.00020831163495805535
950,2024-08-26,0.00020791489213726547
951,2024-08-27,0.0002075181491590707
952,2024-08-28,0.00020672466273046576
953,2024-08-29,0.00020712140602347078
954,2024-08-30,0.00020672466273046576
955,2024-09-02,
956,2024-09-03,0.00020593117567223966
957,2024-09-04,0.00020553443190701832
958,2024-09-05,0.0002043441996669198
959,2024-09-06,0.000203550710719824
960,2024-09-09,0.00020275722114310307
961,2024-09-10,0.0002007734944466838
962,2024-09-11,0.00020236047611863278
963,2024-09-12,0.0002007734944466838
964,2024-09-13,0.0001972027764764665
965,2024-09-16,0.00019680602924829142
966,2024-09-17,0.00019640928186270793
967,2024-09-18,0.00019204505023229744
968,2024-09-19,0.00019045805218985922
969,2024-09-20,0.00018847430109507595
970,2024-09-23,0.00018728404854927435
971,2024-09-24,0.00018609379458677002
972,2024-09-25,0.00018609379458677002
973,2024-09-26,0.00018569704295111176
974,2024-09-27,0.00018569704295111176
975,2024-09-30,0.00018768079955528615
976,2024-10-01,0.0001868872973858512
977,2024-10-02,0.00018609379458677002
978,2024-10-03,0.00018569704295111176
979,2024-10-04,0.00018768079955528615
980,2024-10-07,0.0001892678020052215
981,2024-10-08,0.00018847430109507595
982,2024-10-09,0.00018847430109507595
983,2024-10-10,0.00018847430109507595
984,2024-10-11,0.00018768079955528615
985,2024-10-14,
986,2024-10-15,0.00018768079955528615
987,2024-10-16,0.00018728404854927435
988,2024-10-17,0.00018807755040388665
989,2024-10-18,0.00018768079955528615
990,2024-10-21,0.00018768079955528615
991,2024-10-22,0.00018728404854927435
992,2024-10-23,0.00018768079955528615
993,2024-10-24,0.00018649054606501643
994,2024-10-25,0.00018768079955528615
995,2024-10-28,0.00018649054606501643
996,2024-10-29,0.00018649054606501643
997,2024-10-30,0.00018530029115804164
998,2024-10-31,0.00018411003483435843
999,2024-11-01,0.00018291977709396345
1000,2024-11-04,0.00018450678709966515
1001,2024-11-05,0.00018411003483435843
1002,2024-11-06,0.00018411003483435843
1003,2024-11-07,0.00018371328241163938
1004,2024-11-08,0.00018371328241163938
1005,2024-11-11,
1006,2024-11-12,0.00018371328241163938
1007,2024-11-13,0.00018252302419900632
1008,2024-11-14,0.00018291977709396345
1009,2024-11-15,0.00018252302419900632
1010,2024-11-18,0.00018371328241163938
1011,2024-11-19,0.00018331652983150773
1012,2024-11-20,0.00018331652983150773
1013,2024-11-21,0.00018371328241163938
1014,2024-11-22,0.00018371328241163938
1015,2024-11-25,0.00018331652983150773
1016,2024-11-26,0.00018291977709396345
1017,2024-11-27,0.00018252302419900632
1018,2024-11-28,
1019,2024-11-29,0.00018172951793685326
1020,2024-12-02,0.000178952241060796
1021,2024-12-03,0.00017815873196519794
1022,2024-12-04,0.0001773652222399427
1023,2024-12-05,0.00017696846714119333
1024,2024-12-06,0.00017538144517204786
1025,2024-12-09,0.00017538144517204786
1026,2024-12-10,0.0001749846892862239
1027,2024-12-11,0.00017379442068425968
1028,2024-12-12,0.00017260415066555444
1029,2024-12-13,0.0001722073936778208
1030,2024-12-16,0.0001733976641687738
1031,2024-12-17,0.00017379442068425968
1032,2024-12-18,0.0001730009074958721
1033,2024-12-19,0.00017260415066555444
1034,2024-12-20,0.0001722073936778208
1035,2024-12-23,0.0001730009074958721
1036,2024-12-24,0.00017458793324298463
1037,2024-12-25,
1038,2024-12-26,0.00017260415066555444
1039,2024-12-27,0.00017101712177012226
1040,2024-12-30,0.0001733976641687738
1041,2024-12-31,0.0001733976641687738
1042,2025-01-01,
1043,2025-01-02,0.0001730009074958721
1044,2025-01-03,0.0001722073936778208
1045,2025-01-06,0.00017260415066555444
1046,2025-01-07,0.00017260415066555444
1047,2025-01-08,0.00017260415066555444
1048,2025-01-09,0.00017260415066555444
1049,2025-01-10,0.0001730009074958721
1050,2025-01-13,0.0001733976641687738
1051,2025-01-14,0.0001730009074958721
1052,2025-01-15,0.00017260415066555444
1053,2025-01-16,0.0001722073936778208
1054,2025-01-17,0.0001722073936778208
1055,2025-01-20,
1056,2025-01-21,0.0001730009074958721
1057,2025-01-22,0.0001730009074958721
1058,2025-01-23,0.0001730009074958721
1059,2025-01-24,0.00017260415066555444
1060,2025-01-27,0.00017141387923010483
1061,2025-01-28,0.00017101712177012226
1062,2025-01-29,0.00017101712177012226
1063,2025-01-30,0.00017062036415272316
1064,2025-01-31,0.00017101712177012226
1065,2025-02-03,0.0001722073936778208
1066,2025-02-04,0.00017181063653267097
1067,2025-02-05,0.00017181063653267097
1068,2025-02-06,0.0001722073936778208
1069,2025-02-07,0.00017260415066555444
1070,2025-02-10,0.00017260415066555444
1071,2025-02-11,0.00017260415066555444
1072,2025-02-12,0.00017260415066555444
1073,2025-02-13,0.0001722073936778208
1074,2025-02-14,0.0001722073936778208
1075,2025-02-17,
1076,2025-02-18,0.0001722073936778208
1077,2025-02-19,0.0001722073936778208
1078,2025-02-20,0.00017181063653267097
1079,2025-02-21,0.00017141387923010483
1080,2025-02-24,0.00017101712177012226
1081,2025-02-25,0.00017062036415272316
1082,2025-02-26,0.00017101712177012226
1083,2025-02-27,0.00017141387923010483
1084,2025-02-28,0.00017141387923010483
1085,2025-03-03,0.00017260415066555444
1086,2025-03-04,0.0001722073936778208
1087,2025-03-05,0.00017260415066555444
1088,2025-03-06,0.0001722073936778208
1089,2025-03-07,0.0001722073936778208
1090,2025-03-10,0.00017181063653267097
1091,2025-03-11,0.0001722073936778208
1092,2025-03-12,0.00017260415066555444
1093,2025-03-13,0.0001722073936778208
1094,2025-03-14,0.00017181063653267097
1095,2025-03-17,0.0001722073936778208
1096,2025-03-18,0.0001722073936778208
1097,2025-03-19,0.00017181063653267097
1098,2025-03-20,0.00017181063653267097
1099,2025-03-21,0.00017181063653267097
1100,2025-03-24,0.00017181063653267097
1101,2025-03-25,0.00017181063653267097
1102,2025-03-26,0.00017181063653267097
1103,2025-03-27,0.00017181063653267097
1104,2025-03-28,0.00017181063653267097
1105,2025-03-31,0.00017141387923010483
1106,2025-04-01,0.00017141387923010483
1107,2025-04-02,0.00017141387923010483
1108,2025-04-03,0.00017101712177012226
1109,2025-04-04,0.00016982684844567487
1110,2025-04-07,0.0001702236063779074
1111,2025-04-08,0.00017101712177012226
1112,2025-04-09,0.00017260415066555444
1113,2025-04-10,0.0001722073936778208
1114,2025-04-11,0.0001722073936778208
1115,2025-04-14,0.00017181063653267097
1116,2025-04-15,0.00017181063653267097
1117,2025-04-16,0.00017181063653267097
1118,2025-04-17,0.0001722073936778208
1119,2025-04-18,
1120,2025-04-21,0.0001722073936778208
1121,2025-04-22,0.00017181063653267097
1122,2025-04-23,0.00017181063653267097
1123,2025-04-24,0.00017141387923010483
1124,2025-04-25,0.00017141387923010483
1125,2025-04-28,0.00017141387923010483
1126,2025-04-29,0.00017101712177012226
1127,2025-04-30,0.00017101712177012226
1128,2025-05-01,0.00017101712177012226
1129,2025-05-02,0.00017181063653267097
1130,2025-05-05,0.00017181063653267097
1131,2025-05-06,0.00017181063653267097
1132,2025-05-07,0.0001722073936778208
1133,2025-05-08,0.0001722073936778208
1134,2025-05-09,0.0001722073936778208
1135,2025-05-12,0.00017538144517204786
1136,2025-05-13,0.0001749846892862239
1137,2025-05-14,0.0001749846892862239
1138,2025-05-15,0.00017379442068425968
1139,2025-05-16,0.0001733976641687738
1140,2025-05-19,0.0001741911770423299
1141,2025-05-20,0.00017379442068425968
1142,2025-05-21,0.0001730009074958721
1143,2025-05-22,0.0001733976641687738
1144,2025-05-23,0.0001730009074958721
1145,2025-05-26,
1146,2025-05-27,0.00017260415066555444
1147,2025-05-28,0.00017260415066555444
1148,2025-05-29,0.0001730009074958721
1149,2025-05-30,0.0001730009074958721
1150,2025-06-02,0.00017617495647145043
1151,2025-06-03,0.00017577820090045667
1152,2025-06-04,0.00017617495647145043
1153,2025-06-05,0.00017617495647145043
1154,2025-06-06,0.00017577820090045667
1155,2025-06-09,0.00017617495647145043
1156,2025-06-10,0.0001765717118850293
1157,2025-06-11,0.0001765717118850293
1158,2025-06-12,0.00017696846714119333
1159,2025-06-13,0.0001765717118850293
1160,2025-06-16,0.00017577820090045667
1161,2025-06-17,0.00017538144517204786
1162,2025-06-18,0.00017538144517204786
