date,open,high,low,close,volume,daily_return,ann_return_1w,ann_return_2w,ann_return_1m,rolling_vol_7d,ann_volatility,ema_1w,ema_1m,macd_1w_1m,news_count,mean_sentiment,sentiment_variance,normalized_news_frequency,product
2021-01-04,130.5658,130.6048,123.6683,126.2146,120659535,,,,,,,126.2146,126.2146,0.0,7,0.4042214285714286,0.0666461098809523,0.2121212121212121,0.0857439393939394
2021-01-05,125.2683,128.5268,125.1804,127.7365,82909934,0.0119859155554852,,,,,,126.72190000000002,126.35295454545457,0.368945454545468,11,0.1415581818181818,0.0396678302763636,0.25,0.0353895454545454
2021-01-06,125.0234,127.8535,123.2292,123.9804,134497297,-0.0298460597576353,,,,,,125.80806666666668,126.13726776859504,-0.3292011019283478,8,0.251016625,0.0913500133539821,0.1904761904761904,0.0478126904761904
2021-01-07,125.1122,128.4195,124.7414,127.4439,96214990,0.0275527791746811,,,,,,126.35334444444446,126.25605251690456,0.0972919275398851,14,0.0572986428571428,0.0817284770044011,0.3783783783783784,0.0216805675675675
2021-01-08,128.8195,129.4048,127.0536,128.9268,90505338,0.011568533675068,,,,,,127.21116296296296,126.49884774264052,0.7123152203224521,19,0.1625382105263157,0.0561787916417309,0.3333333333333333,0.0541794035087719
2021-01-11,127.0341,127.0341,125.3658,125.805,85933047,-0.0245117123406602,-0.151111474412128,,,0.025130394452786926,,126.74244197530868,126.43577067512774,0.3066713001809233,14,0.0883635714285714,0.0561491898401098,0.2153846153846154,0.0190321538461538
2021-01-12,125.717,126.5268,123.7658,125.8048,78288673,-1.589763196880098e-06,-0.5360588980158595,,,0.024177253315658207,,126.42989465020578,126.37840970466158,0.0514849455442032,13,0.0864653846153846,0.035048858076923,0.2241379310344827,0.019380172413793
2021-01-13,126.0097,128.2439,125.3561,127.639,78273372,0.0144744675034361,3.3308200140222795,,,0.019584194885940823,0.3379803378364774,126.83292976680386,126.4930088224196,0.3399209443842466,4,0.20655675,0.02175589620225,0.1333333333333333,0.0275408999999999
2021-01-14,127.7853,127.8731,125.6195,125.834,76664435,-0.0142423888245436,-0.4730868598078847,,,0.016693474537913686,0.3407652919878706,126.49995317786924,126.43309892947237,0.0668542483968792,13,0.0520446153846153,0.0326278935435897,0.26,0.0135315999999999
2021-01-15,125.8636,127.048,123.8048,123.8244,90149900,-0.0160991451057712,-0.8693418062809469,,,0.015380568373252681,0.3015545485538037,125.60810211857952,126.19594448133851,-0.5878423627590053,17,0.0301125294117647,0.0612048211137647,0.4473684210526316,0.0134713947368421
2021-01-19,124.8292,125.5707,123.8419,124.9951,73085374,0.0094101036195519,-0.277841799304281,-0.2170365205006189,,0.013708991524461204,0.2460094698299781,125.403768079053,126.08677680121684,-0.6830087221638195,15,0.0925153333333333,0.0296586782945238,0.234375,0.0216832812499999
2021-01-20,125.551,129.2585,125.4146,129.0243,90925021,0.0317262221809395,2.57358992737345,0.287608344546219,,0.020241877705767863,0.3153254286791794,126.610612052702,126.35382436474256,0.256787687959445,3,-0.1791333333333333,0.0356903233333333,0.125,-0.0223916666666666
2021-01-21,130.3707,136.2634,130.2926,133.9511,103034003,0.037474049261409,10.390157360461457,6.0234408561295165,,0.024977287181459785,0.3309993788173681,129.057441368468,127.0444857861296,2.0129555823384067,5,0.3368716,0.1813821868343,0.1612903225806451,0.054334129032258
2021-01-22,132.6439,136.439,131.7268,135.9902,97140797,0.0151080163398511,48.999350398683255,4.132768719330333,,0.021106235712475024,0.3261921921439579,131.368360912312,127.85773253284508,3.510628379466908,12,0.0241798333333333,0.0070159720803333,0.2608695652173913,0.0063077826086956
2021-01-25,139.1902,141.5512,133.2097,140.0487,130706630,0.0294073949477318,494.48626406025926,7.0460760793516695,,0.011837047505109945,0.3444339851062875,134.26180727487468,128.96600230258645,5.295804972288238,12,0.1563516666666666,0.0664845684878787,0.1739130434782608,0.0271915942028985
2021-01-26,139.6975,141.4634,137.9219,140.7512,81873415,0.0050035734744477,395.8071969419388,15.928011441592975,,0.013323737895462479,0.2958304337942226,136.4249381832498,130.03738391144222,6.3875542718075735,13,0.1484081538461538,0.0489404579809743,0.2452830188679245,0.0364019999999999
2021-01-27,139.8536,141.4634,133.6585,138.2536,114241550,-0.0179041128919235,31.52736142120533,9.781440123603844,,0.02172722143257834,0.3041387351741806,137.03449212216654,130.78431264676564,6.250179475400898,39,0.0980328205128205,0.0289267231681511,0.4148936170212766,0.0406731914893616
2021-01-28,136.8,138.6536,132.6926,133.7268,119908336,-0.0332907670597951,-0.0809962880906841,2.2353665779159124,,0.025230702961819174,0.4252872057390968,135.93192808144437,131.05181149705967,4.880116584384695,13,0.1029337692307692,0.0299491886763589,0.26,0.0267627799999999
2021-01-29,132.7414,133.4048,127.0341,128.7414,149225482,-0.0379931715902409,-0.9367566306472196,0.7782371564735107,,0.028116002451742627,0.4759711330064699,133.53508538762958,130.84177408823606,2.693311299393514,13,0.0107884615384615,0.0403219396474359,0.2653061224489796,0.0028622448979591
2021-02-01,130.6731,132.078,127.7365,130.7317,91296656,0.0153413901940082,-0.9688733722639642,2.927189388064041,,0.02337110057511728,0.4170499684091776,132.60062359175305,130.83176735294188,1.7688562388111675,11,0.2103371818181818,0.0448081940045636,0.1641791044776119,0.0345329701492537
2021-02-02,132.7122,132.9853,130.8683,131.7561,68531755,0.0078053547695262,-0.9641525144170566,2.77154348663572,,0.023959885739542032,0.4055256101802503,132.31911572783537,130.91579759358353,1.4033181342518333,12,0.1409195,0.0374388280195454,0.24,0.03382068
2021-02-03,132.0195,132.4878,130.3512,130.8292,68464290,-0.0070598304612989,-0.9380811125282228,0.419175123652266,0.5386544101201944,0.023919327887012804,0.3292448436656993,131.82247715189024,130.90792508507593,0.9145520668143092,9,0.0468333333333333,0.0197402499999999,0.2093023255813953,0.0098023255813953
2021-02-04,132.8487,134.1463,131.3073,133.8634,69935527,0.0229272213226121,0.0528034909171519,-0.0163688109540487,0.7545351394379434,0.024057499422077928,0.3770244260175754,132.50278476792684,131.1766046227963,1.326180145130536,11,0.1546660909090909,0.0298451959640909,0.2682926829268293,0.0414957804878048
2021-02-05,134.5916,134.6991,132.7352,133.4192,62343303,-0.0033238258603691,5.042341619777098,-0.3818268504575443,1.4120349065251232,0.012530649156760073,0.3696635143236568,132.80825651195124,131.38047692981482,1.4277795821364236,11,0.1365795454545454,0.0307491698522727,0.25,0.0341448863636363
2021-02-08,133.0283,133.8198,131.8265,133.5853,59567003,0.0012441739478282,1.9691981209156315,-0.6959915715242778,0.7590387376661571,0.011787341671190724,0.3126712088002898,133.0672710079675,131.58091539074073,1.4863556172267636,13,-0.0351321538461538,0.1547318507324744,0.1884057971014492,-0.0066191014492753
2021-02-09,133.2921,134.7157,132.7352,133.1456,57111283,-0.0032969588322353,0.6967850573749803,-0.7533717820653862,0.4716461114353725,0.012009924176817116,0.1755318856262493,133.09338067197834,131.72315944612794,1.3702212258504003,9,0.0684134444444444,0.0256286494507777,0.2903225806451613,0.0198619677419354
